Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Tiger Trail,"Hotel Royal Orchid,Old Airport Road, East Bangalore", East Bangalore,Bangalore,"North Indian,  Seafood,  Mughlai",4.3,216,2000
1522 - The Pub,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Multi-Cuisine,  Chinese,  Continental,  Coastal",4.4,271,1400
Empire Restaurant,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",4,106,700
Makers Of Milkshakes,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Desserts,  Shakes",2.8,5,400
Jeff's,"Hotel Royal Orchid,Old Airport Road, East Bangalore", East Bangalore,Bangalore,Continental,4.2,27,2500
Limelight,"Hotel Royal Orchid,Old Airport Road, East Bangalore", East Bangalore,Bangalore,"Continental,  Fast Food,  North Indian",4,270,1500
Barbeque Nation,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Barbecue,  North Indian,  Drinks",4.5,714,1800
Byg Brewski Brewing Company,"Hennur, North Bangalore", North Bangalore,Bangalore,"North Indian,  Italian,  Continental,  Thai,  Finger Food",4.3,2384,1500
Quattro Ristorante,"Residency Road, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Mexican",4.6,55,1800
Byg Brewski Brewing Company,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Italian,  Continental,  South Indian,  Thai,  Finger Food",4.4,3500,1500
Imperial Restaurant,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Chinese,  North Indian,  Mughlai",3.1,4,800
Cilantro,"Halcyon Hotel,Koramangala, South Bangalore", South Bangalore,Bangalore,"Continental,  North Indian,  Seafood",4.1,16,1800
Feast,"Sheraton Grand,Malleshwaram, West Bangalore", West Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.3,604,2000
Kanti Sweets,"Basaveshwara Nagar, West Bangalore", West Bangalore,Bangalore,"Mithai,  Desserts",4.7,3,500
Ministry of Food,"Hilton Bangalore Embassy GolfLinks,Domlur, East Bangalore", East Bangalore,Bangalore,"Asian,  Multi-Cuisine,  Italian,  European,  Seafood,  African",4.4,307,3000
Pizza Stop,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Pizza,  Fast Food",4.5,2,500
Roots,"RNS Square,Koramangala, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood,  Mughlai",4.4,1013,1500
Kanti Sweets,"RT Nagar, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",4,3,500
Ramji Chaiwale,"Anjaneya Techno Park,Old Airport Road, East Bangalore", East Bangalore,Bangalore,"Tea,  Fast Food",4,1,300
Qube Cafe,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Continental,  Italian,  Drinks",4.1,10,600
154 Breakfast Club,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Continental,  Desserts,  Fast Food,  Drinks",3.7,11,800
Leon Grill,"Jeevan Bhima Nagar, East Bangalore", East Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",4.6,18,600
Kanti Sweets,"Vijay Nagar, West Bangalore", West Bangalore,Bangalore,"Mithai,  Desserts",4.5,2,500
Onesta,"Basaveshwara Nagar, West Bangalore", West Bangalore,Bangalore,"Italian,  Fast Food,  Pizza",4.3,13,700
California Burrito,"Embassy Golf Links Business Park,Domlur, East Bangalore", East Bangalore,Bangalore,"Mexican,  Fast Food",4.5,44,500
Imperial Restaurant,"Mysore Road, West Bangalore", West Bangalore,Bangalore,"Chinese,  North Indian",4.3,7,800
Plan B,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"American,  Continental",4.2,108,1000
Shanmukha Restaurant,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"Seafood,  Andhra,  North Indian,  Chinese,  Biryani",4.2,77,800
Hot Griddle,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Continental",3.9,49,1100
Hotel The Emirates,"Madiwala, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Arabian",5,1,600
My Tea House,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental,  Asian",4.4,56,500
12th Main,"Hotel Grand Mercure,Koramangala, South Bangalore", South Bangalore,Bangalore,"Continental,  North Indian,  European",4.2,64,3000
Tummy Fuel,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Chaat,  Drinks",4,1,500
Stories Bar and Kitchen,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  American",4.1,616,1800
Chakh Le,"Jeevan Bhima Nagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese",5,2,500
Beijing Bites,"Jeevan Bhima Nagar, East Bangalore", East Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4,36,700
Gurukrupa Paratha House,"Old Airport Road, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese",3.5,2,400
Chili's American Grill and Bar,"Orion Mall,Rajajinagar, West Bangalore", West Bangalore,Bangalore,"American,  Mexican",4.1,349,2200
Express By AB's,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Barbecue",5,2,400
Gokul Veg,"RT Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese",3.9,8,500
California Burrito,"Orion Mall,Malleshwaram, West Bangalore", West Bangalore,Bangalore,"Mexican,  Fast Food",4.5,50,500
Empire Restaurant,"Rajajinagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",4,97,700
Mani's Dum Biryani,"Jeevan Bhima Nagar, East Bangalore", East Bangalore,Bangalore,"Hyderabadi,  Biryani",3.8,9,400
Tipsy Bull - The Bar Exchange,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  Continental,  North Indian,  Fast Food",4.3,202,1200
Kurtos Bake House,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Desserts,  Fast Food",4.6,12,400
Andhra Ruchulu,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Andhra,  North Indian",4.2,79,800
Cafe Noir,"Orion Mall,Rajajinagar, West Bangalore", West Bangalore,Bangalore,"French,  Bakery and Confectionary,  Desserts,  Fast Food",4.4,64,1800
Frozen Bottle,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Shakes,  Desserts,  Ice Cream",3.5,4,400
Hammered,"HSR Layout, South Bangalore", South Bangalore,Bangalore,Continental,4.1,346,1200
Dindigul Thalappakatti,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Seafood",4.5,8,800
Hakuna Matata,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Thai,  Seafood",4.6,755,1000
Khmer Kitchen,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Asian,  Oriental ,  Coffee",4.5,9,1800
Dr. Sheesha,"Rajajinagar, West Bangalore", West Bangalore,Bangalore,"Italian,  North Indian,  Chinese",4.3,28,600
Kobe Sizzlers,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Continental,  American,  North Indian",4.1,119,1700
Beijing Bites,"RT Nagar, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.2,33,700
Rolls On Wheels,"Banashankari, South Bangalore", South Bangalore,Bangalore,Fast Food,4.1,8,300
Gawky Goose,"Murugeshpalya, East Bangalore", East Bangalore,Bangalore,"European,  Asian",4.5,6,3000
La Pino'z,"Shankar Plaza,Koramangala, South Bangalore", South Bangalore,Bangalore,"Pizza,  Fast Food",3.8,35,600
Thanco's Natural Ice Cream,"Magadi Road, West Bangalore", West Bangalore,Bangalore,"Ice Cream,  Desserts",4.6,14,400
Gosssip Pub,"Banashankari, South Bangalore", South Bangalore,Bangalore,North Indian,4.4,49,1000
Gallop Bar,"Davanam Sarovar Portico Suites,Koramangala, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Japanese",4.2,6,2400
Taco Bell,"Gopalan Innovation Mall,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Mexican,  Tex Mex",4.5,46,500
Connie's Steakhouse & Wine Bar,"Kammanahalli, North Bangalore", North Bangalore,Bangalore,"Continental,  American,  Seafood",4.3,74,1000
Pizza Stop,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Pizza,  Fast Food",3,2,500
Beijing Bites,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",3.8,20,700
Kanti Sweets,"New Thippasandra, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",5,1,500
Pappu Da Dhaba,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",4,14,500
Stoned Monkey,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream",3.6,5,400
Kanti Sweets,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",3.7,3,500
Kanti Sweets,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",4,1,500
Waffle Stories,"Orion Mall,Rajajinagar, West Bangalore", West Bangalore,Bangalore,"Desserts,  Ice Cream,  Waffle,  Fast Food,  Drinks",3.9,6,400
B-Hive,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Finger Food,  North Indian,  Chinese",4.3,390,1800
Barbeque Delight,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  Seafood,  Mughlai,  Biryani",4.7,3,700
Kanti Sweets,"Ganga Nagar, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",2.8,1,500
Beijing Bites,"Royal Plaza,JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.3,47,700
Coco Barista,"BTM Layout, South Bangalore", South Bangalore,Bangalore,Fast Food,5,1,400
Cafe Azzure,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Continental,  Italian,  Coffee,  Burger",4.2,187,1000
Hotel Godavari,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",3,2,500
Kanti Sweets,"Kammanahalli, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",4.6,5,500
The Jade Kitchen,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  North Indian",5,1,600
Tangerine - Davanam Sarovar Portico Suites,"Davanam Sarovar Portico Suites,Koramangala, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Asian",3.7,75,2000
Shree Mahalakshmi Sweets,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Mithai,  Street Food",2.5,2,400
Caravan Restaurant,"Kammanahalli, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  Arabian",3.8,5,700
Cafe Rossini,"Sanjay Nagar, North Bangalore", North Bangalore,Bangalore,"Italian,  Chinese,  Continental",4.2,44,700
Kanti Sweets,"Chandra Layout, West Bangalore", West Bangalore,Bangalore,"Mithai,  Desserts",4,2,500
Barbeque Delight,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  Chinese,  South Indian,  Seafood,  Kerala,  Biryani",1.4,2,700
Three Dots and A Dash,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Continental,  Italian,  European",4.2,473,1600
Sreeraj Lassi Bar,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream,  Shakes",1,1,200
Kanti Sweets,"SNS Arcade,Murugeshpalya, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",4.3,4,500
Muralikrishna,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Andhra",5,1,700
Empire Restaurant,"Orion Mall,Rajajinagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.3,8,700
Yum In My Tum,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Chinese,  Fast Food",4.6,9,300
Empire Restaurant,"Kammanahalli, North Bangalore", North Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.8,64,700
Mani's Dum Biryani,"Koramangala, South Bangalore", South Bangalore,Bangalore,Biryani,4.5,6,700
Kargeens,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Italian,  Continental,  Coffee",4,127,900
Royal Calcutta,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Bengali,  North Indian,  Chinese",5,1,400
Stoned Monkey,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Desserts,  Ice Cream",4.2,6,400
Frozenheit6,"Rajajinagar, West Bangalore", West Bangalore,Bangalore,"Desserts,  Ice Cream",3,5,500
Kunafa Lounge,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Desserts,  Drinks",1,6,400
Kanti Sweets,"Srinivasa Building,Banaswadi, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",4.3,2,500
Onesta,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Italian,  Fast Food,  Pizza",4.4,65,700
The Druid Garden,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Continental,  Mediterranean,  European,  Asian",4.3,1730,1200
House of Commons,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Finger Food,  North Indian,  Italian,  Continental",3.5,7,1400
Bottoms Up Club,"Sanjay Nagar, North Bangalore", North Bangalore,Bangalore,"Chinese,  Continental,  Indian Cuisine,  Italian,  Korean",4.2,16,1000
Paakashala,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  South Indian,  Chinese,  Drinks",4.4,37,600
Wanderers - Craft Brewery and Artisan Cafe,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Asian",4.1,307,1400
Bangalore Bites,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Chinese",3.7,3,300
Kanti Sweets,"Nagarbhavi, West Bangalore", West Bangalore,Bangalore,"Mithai,  Desserts",5,2,500
Thanco's Natural Ice Cream,"Vijay Nagar, West Bangalore", West Bangalore,Bangalore,"Ice Cream,  Desserts",5,1,400
Ferment,"Banashankari, South Bangalore", South Bangalore,Bangalore,Continental,4.2,122,1000
Thanco's Natural Ice Cream,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Ice Cream,  Desserts",2.6,9,400
Brewklyn Microbrewery,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Multi-Cuisine,  Italian,  Chinese,  Continental,  American,  Finger Food",4.3,665,1200
Punjabi Swag,"BTM Layout, South Bangalore", South Bangalore,Bangalore,North Indian,3.9,22,700
Hatti Punjab Di,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Chinese,  North Indian",3.3,15,700
Just Shawarma,"Basaveshwara Nagar, West Bangalore", West Bangalore,Bangalore,Lebanese,3.5,4,300
Barbeque Nation,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Barbecue,  North Indian,  Drinks",4.5,415,1800
ABs - Absolute Barbecues,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"North Indian,  Barbecue,  Seafood",4.3,858,1200
Thanco's Natural Ice Cream,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Ice Cream,  Desserts",4,20,400
1947,"Ram Towers,Banashankari, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",4.2,89,800
Nandhini Deluxe,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",4,2,1300
Onesta,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Italian,  Pizza,  Desserts,  Fast Food",4.1,113,700
Budapest Bake Inn,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Desserts",3.6,4,700
Beijing Bites,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",3.8,60,700
Levels,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Finger Food",4.1,92,1500
Thanco's Natural Ice Cream,"Yeshwantpur, North Bangalore", North Bangalore,Bangalore,"Ice Cream,  Desserts",5,1,400
Taproom by Sherlock's,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",4.2,58,1800
California Burrito,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Mexican,  Fast Food",4.5,128,500
Antra Veg.,"Banashankari, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",3.8,2,800
Sandwich Hub,"Jayanagar, South Bangalore", South Bangalore,Bangalore,Fast Food,1,1,300
24th Main,"Cross Roads Inn,JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",4.1,49,800
Cream Artisan,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream,  Fast Food",4.1,5,600
Rusty's,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Continental,  Italian,  American",4.5,20,1100
Based On A True Story - Bistro,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Continental,  Italian,  Desserts,  Coffee,  Drinks",4.5,33,900
Kanti Sweets,"Mathikere, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",3.9,4,500
Kenzai,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Chinese,  Japanese,  Korean",3.3,35,1500
Cucumber Town,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Seafood,  Kerala",5,2,600
Paakashala,"Vijay Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  South Indian,  Chinese,  Drinks",4.4,23,600
Sagar,"Vijay Nagar, West Bangalore", West Bangalore,Bangalore,"South Indian,  North Indian,  Chinese,  Shakes",2,3,500
Broadway - The Gourmet Theatre,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Japanese,  North Indian,  Continental,  Sushi",4.3,308,1800
Chin Lung Bar & Restaurant,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Continental,  North Indian",4,113,1200
Cinders Rooftop Barbeque,"Comfort INN Insys,Mathikere, North Bangalore", North Bangalore,Bangalore,"North Indian,  Italian,  Chinese,  Continental,  Barbecue,  Finger Food",4,179,1500
Drunken Monkey,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Juice,  Fast Food",5,6,500
Pingara,"Koramangala, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood",3.4,18,1200
Spicy Platter,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Andhra,  Biryani",3.3,4,400
Burp,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"Fast Food,  Italian,  Mexican",4.4,96,600
Pavilion Multicuisine Restaurant - Comfort INN Insys,"Mathikere, North Bangalore", North Bangalore,Bangalore,"North Indian,  Italian,  Continental",4.3,127,1000
Float Brewery,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"European,  Asian,  North Indian,  Italian",4.1,177,1500
Checkpost,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  South Indian",3.5,4,600
Kanti Sweets,"Santosh Tower,Sanjay Nagar, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",4.5,2,500
Limitless Bar & Kitchen,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  South Indian",5,2,1000
Go Native,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Health Food,  Modern Indian,  South Indian,  Desserts",4.4,28,800
Kanti Sweets,"Uttarahalli, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",4.7,3,500
Chaat Street,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Street Food,  Chaat",5,1,200
Two Friends Cauldron,"Disha,JP Nagar, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental",4.4,34,700
Cake Dilim,"Murugeshpalya, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",1,2,400
Express By AB's,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Barbecue",5,1,400
